분류,단원,단어,뜻
표제어,Day 48,embassy,대사관
표제어,Day 48,dignity,"존엄, 위엄; 엄숙함"
파생어,Day 48,with dignity,위엄 있게
파생어,Day 48,dignify,위엄[품위] 있어 보이게 하다
표제어,Day 48,federal,"연방의, 연방제의; 연방 정부의"
표제어,Day 48,govern,"(나라·기관 등을) 다스리다, 통치하다; (행동 등을) 결정하다"
파생어,Day 48,government,정부; 정치 체제
표제어,Day 48,throne,"왕좌, 왕위; 군주"
파생어,Day 48,enthrone,즉위시키다
파생어,Day 48,dethrone,퇴위시키다
표제어,Day 48,parliament,"의회, 국회"
파생어,Day 48,parliamentary,의회의
표제어,Day 48,senator,상원 의원
파생어,Day 48,senatorial,상원 의원의
표제어,Day 48,poll,투표; 여론 조사; (표를) 얻다; 여론 조사를 하다
파생어,Day 48,pollster,여론 조사 요원
표제어,Day 48,candidate,"후보자, 지원자"
표제어,Day 48,vote,투표; 투표[선거]권; 투표하다
파생어,Day 48,voter,"투표인, 유권자"
표제어,Day 49,cosmos,(질서와 조화가 있는 체계라고 생각된) 우주
파생어,Day 49,cosmic,우주의
표제어,Day 49,tide,조수(의 간만); ((the ~)) 경향
파생어,Day 49,tidal,조수의
표제어,Day 49,hemisphere,(지구·천체의) 반구
표제어,Day 49,erode,침식하다[되다]
파생어,Day 49,erosion,침식
표제어,Day 49,glacier,빙하
표제어,Day 49,landscape,"풍경, 경치"
표제어,Day 49,aquatic,물의; 물속에 사는
파생어,Day 49,aquatically,"물속에서, 물속에 살면서"
표제어,Day 49,fossil,화석
파생어,Day 49,fossilize,화석화하다[되다]
표제어,Day 49,erupt,"(화산이) 분출하다, 폭발하다"
파생어,Day 49,eruption,"폭발, 분화"
표제어,Day 49,atmosphere,{(the ~)) 대기(권); 분위기
파생어,Day 49,atmospheric,대기의; 분위기 있는
표제어,Day 49,orbit,"궤도; 선회하다, 궤도를 그리며 돌다"
파생어,Day 49,orbital,궤도의
표제어,Day 49,comet,혜성
표제어,Day 49,astronaut,우주 비행사
표제어,Day 49,galaxy,"은하(수), 은하계"
표제어,Day 49,meteorite,운석
표제어,Day 49,satellite,"위성, 인공위성"
표제어,Day 49,solar,태양의
표제어,Day 49,lunar,달의; 음력의
표제어,Day 49,evaporate,(물 등이) 증발하다[시키다]
파생어,Day 49,evaporation,증발 (작용)
표제어,Day 49,vapor,증기
파생어,Day 49,vaporize,증발시키다[하다]
표제어,Day 49,chemical,"화학의, 화학적인; 화학 제품[물질]"
표제어,Day 49,melt,"녹다, 녹이다"
표제어,Day 49,element,"요소, 성분; [화학] 원소"
파생어,Day 49,elemental,요소의; 원소의; 기본적인
표제어,Day 49,elastic,"탄력 있는, 탄성의; 고무줄"
표제어,Day 49,filter,"거르다, 여과하다[되다]; 여과기"
파생어,Day 49,filtrate,여과액
파생어,Day 49,filtration,여과 작용
표제어,Day 49,fluid,유동성의; 유동적인; 유동체(액체·기체의 총칭)
파생어,Day 49,fluidity,유동성
표제어,Day 49,friction,"[물리] 마찰; 불화, 충돌"
파생어,Day 49,frictional,"마찰의, 마찰로 일어나는"
표제어,Day 49,float,"(물 위에) 뜨다, (물 위·공중에서) 떠다니다"
표제어,Day 49,atom,원자
파생어,Day 49,atomic,"원자의, 원자력의"
표제어,Day 49,suck,"빨다; 빨아들이다, 흡수하다"
표제어,Day 50,ambassador,"대사, 사절, 특사"
파생어,Day 50,ambassadorial,대사의
표제어,Day 50,architect,"건축가, 설계자"
파생어,Day 50,architecture,건축(학)
표제어,Day 50,athlete,운동선수
파생어,Day 50,athletic,운동 경기의; 강건한
표제어,Day 50,counselor,"상담원, 조언자"
파생어,Day 50,counsel,상담; 조언; 충고[조언]하다
표제어,Day 50,pharmacist,"약사, 제약사"
파생어,Day 50,pharmacy,약국; 약학
표제어,Day 50,therapist,치료 전문가
파생어,Day 50,therapy,"요법, 치료"
표제어,Day 50,consultant,"컨설턴트, 상담자"
파생어,Day 50,consult,"(전문가에게) 상담하다, 상의하다"
표제어,Day 50,alchemist,연금술사
표제어,Day 50,chef,"요리사, 주방장"
표제어,Day 50,technician,"기술자, 전문가"
파생어,Day 50,technical,"과학 기술의, 기술적인"
표제어,Day 50,mechanic,"수리공, 기계공"
파생어,Day 50,mechanical,"기계의, 기계와 관련된; 기계적인"
표제어,Day 50,repairman,수리공
파생어,Day 50,repair,"수리[수선]하다; 수선, 수리"
표제어,Day 50,miner,"광산 노동자, 광부"
파생어,Day 50,mine,광산; 채굴하다
표제어,Day 50,zoologist,동물학자
파생어,Day 50,zoology,동물학
표제어,Day 50,astronomer,천문학자
파생어,Day 50,astronomy,천문학
파생어,Day 50,astronomical,천문(학상)의
표제어,Day 50,botanist,식물학자
파생어,Day 50,botany,식물학
표제어,Day 50,sociolinguist,사회 언어학자
파생어,Day 50,sociolinguistics,사회 언어학
표제어,Day 50,sociologist,사회학자
파생어,Day 50,sociology,사회학
표제어,Day 50,scholar,학자
표제어,Day 50,chemist,화학자
표제어,Day 50,diploma,"졸업 증서, 졸업장"
표제어,Day 50,anatomy,해부; 해부학
표제어,Day 50,biotechnology,생물[생명] 공학
표제어,Day 50,hygiene,위생; 위생학
파생어,Day 50,hygienic,위생적인
표제어,Day 50,anthropology,인류학
파생어,Day 50,anthropologist,인류학자
표제어,Day 50,archaeology,고고학
파생어,Day 50,archaeologist,고고학자
파생어,Day 50,archaeological,고고학의
표제어,Day 50,ethics,윤리학; 윤리
파생어,Day 50,ethical,"도덕상의, 윤리상의"
표제어,Day 50,hypnosis,"최면, 최면술"
표제어,Day 50,linguistics,언어학
파생어,Day 50,linguistic,"말의, 언어의"
파생어,Day 50,linguist,언어학자
표제어,Day 50,mythology,신화; 신화학
파생어,Day 50,myth,신화
파생어,Day 50,mythological,신화의
표제어,Day 51,blink,깜빡거리다; 깜빡거림
표제어,Day 51,crawl,기어가다; 서행하다; 서행
표제어,Day 51,creep,기다; 살금살금 걷다
표제어,Day 51,roam,"걸어 다니다, 거닐다"
표제어,Day 51,grab,"붙잡다, 움켜잡다; 낚아채다"
표제어,Day 51,swallow,삼키다; 삼키기; 제비
표제어,Day 51,lean,기대다; 몸을 구부리다; 지방이 적은; 여윈
표제어,Day 51,leap,"껑충 뛰다, 뛰어넘다; 뜀, 도약"
표제어,Day 51,grip,"꽉 잡음; 꽉 잡다, 움켜잡다"
표제어,Day 51,shrug,어깨를 으쓱하다; 어깨를 으쓱하기
표제어,Day 51,sip,"찔끔찔끔 마시다, 조금씩 음미하며 마시다; 한 모금"
파생어,Day 51,take a sip,한 모금 마시다
표제어,Day 51,breathe,"숨 쉬다, 호흡하다"
파생어,Day 51,breath,"숨, 호흡"
표제어,Day 51,grasp,"붙잡다, 움켜잡다; 파악하다; 움켜잡기; 이해(력)"
표제어,Day 51,tickle,간지럽게 하다; 간지럼
파생어,Day 51,ticklish,간지럼을 잘 타는
표제어,Day 51,chase,"뒤쫓다, 추격하다; 추격"
표제어,Day 51,squeeze,"압착하다, 짜다"
표제어,Day 51,nod,(고개를) 끄덕이다; 끄덕임
표제어,Day 51,graze,스치다; (피부 등이) 까지다; (가축이) 풀을 뜯어먹다
표제어,Day 51,whisper,속삭이다; 속삭임
표제어,Day 51,glance,"흘끗 보다, 대충 훑어보다; 흘끗 봄"
파생어,Day 51,at a glance,"한눈에, 즉시"
표제어,Day 51,glare,노려보다; 번쩍번쩍 빛나다; 노려봄; 눈부신 빛
표제어,Day 51,sniff,"코를 킁킁거리다, 냄새를 맡다; 킁킁거리며 냄새 맡음"
표제어,Day 51,glimpse,흘끗 봄; 흘끗 보다
표제어,Day 51,stare,"응시하다, 빤히 보다"
표제어,Day 51,sob,"흐느껴 울다, 흐느끼다"
표제어,Day 51,yawn,하품; 하품하다
표제어,Day 51,sigh,한숨; 한숨 쉬다
표제어,Day 51,yell,"소리 지르다, 외쳐 말하다"
표제어,Day 51,grin,방긋 웃다; 밝은 웃음
표제어,Day 51,shudder,"(공포·추위로) 떨다, 몸서리치다; 떨림"
표제어,Day 52,brief,잠깐의; 간결한; (요점만 정리된) 요약서
파생어,Day 52,briefly,간단히; 잠시
파생어,Day 52,in brief,간단히 말해서
표제어,Day 52,prompt,"신속한, 재빠른; 자극하다"
파생어,Day 52,promptly,즉시
표제어,Day 52,rapid,"빠른, 신속한"
파생어,Day 52,rapidly,"빨리, 급속히"
표제어,Day 52,swift,"신속한, 재빠른"
파생어,Day 52,swiftly,"신속히, 빨리"
표제어,Day 52,simultaneous,"동시에 일어나는, 동시의"
파생어,Day 52,simultaneously,동시에
표제어,Day 52,punctual,"시간을 잘 지키는, 시간을 엄수하는"
파생어,Day 52,punctuality,시간 엄수
파생어,Day 52,punctually,시간을 엄수하여
표제어,Day 52,durable,"내구력이 있는, 튼튼한; 영속성 있는"
표제어,Day 52,eternal,영원한
파생어,Day 52,eternity,"영원, 영구"
파생어,Day 52,eternally,영원히
표제어,Day 52,outdated,"구식의, 시대에 뒤진"
표제어,Day 52,ultimate,"최후의, 최종의; 궁극의"
파생어,Day 52,ultimately,"궁극적으로, 마침내"
표제어,Day 52,approximate,가까운; 대략의; (~에) 가깝다
파생어,Day 52,approximation,"접근, 근사"
파생어,Day 52,approximately,"대략, 거의"
표제어,Day 52,barely,간신히; 거의 ~ 않다
파생어,Day 52,bare,발가벗은; 텅 빈; 가까스로의
표제어,Day 52,fluent,"유창한, 유창하게 말하는"
파생어,Day 52,fluency,유창성
표제어,Day 52,essential,"본질적인; 가장 중요한, 필수의; 기본적인 요소"
파생어,Day 52,essentially,본질적으로
파생어,Day 52,essence,본질
표제어,Day 52,extreme,"극도의; 과격한; 극단, 극도"
파생어,Day 52,extremely,"극도로, 극히"
표제어,Day 52,bulky,"부피가 큰, 거대한"
파생어,Day 52,bulkiness,거대함
표제어,Day 52,rough,"대강의, 대충의; 거친, 험한; 힘든"
파생어,Day 52,roughly,대략; 거칠게
표제어,Day 52,enormous,"거대한, 엄청난"
파생어,Day 52,enormously,"대단히, 엄청나게"
표제어,Day 52,indeed,"[강조] 실로, 참으로; [동감을 나타내며] 정말"
표제어,Day 52,meantime,"((the ~)) 그동안; 그동안에, 그사이에"
파생어,Day 52,for the meantime,"우선은, 당분간은"
표제어,Day 52,severe,"엄한, 엄격한; 심한, 맹렬한"
파생어,Day 52,severely,"엄격하게, 심하게"
표제어,Day 52,overall,"전부의, 총체적인; 전반적으로"
표제어,Day 52,gigantic,거대한
표제어,Day 52,substantial,상당한
파생어,Day 52,substantially,"상당히, 많이"
표제어,Day 52,vast,"거대한, 막대한"
파생어,Day 52,vastly,"대단히, 엄청나게"
표제어,Day 52,maximum,"최대치, 최대량; 최대의, 최고의"
파생어,Day 52,maximize,최대[극대]화하다
파생어,Day 52,maximal,"최고의, 최대한의"
표제어,Day 52,seldom,"드물게, 좀처럼 ~ 않는"
표제어,Day 52,scarce,"부족한, 드문"
파생어,Day 52,scarcely,"거의 ~ 않다, 겨우"
파생어,Day 52,scarcity,"부족, 결핍"
표제어,Day 52,initial,"처음의, 초기의; 이름의 첫 글자"
파생어,Day 52,initially,처음에
표제어,Day 52,rare,"드문, 진기한"
파생어,Day 52,rarely,"드물게, 좀처럼 ~ 않는"
표제어,Day 53,back up,~을 지원하다
표제어,Day 53,stand up for,"~을 옹호하다, 지지하다"
표제어,Day 53,look up to,~을 존경하다
표제어,Day 53,pile up,~을 쌓다; 축적하다
표제어,Day 53,stay up,자지 않고 일어나 있다
표제어,Day 53,pick up,~을 집어 올리다; 도중에 태우다
표제어,Day 53,set up,"시작하다, 창설하다; ~을 건립하다, 세우다"
표제어,Day 53,bring up,"~을 기르다, 양육하다; 제기하다"
표제어,Day 53,throw up,토하다
표제어,Day 53,hang up,"~을 걸다, 매달다; 전화를 끊다"
표제어,Day 53,be up to,~에게 달렸다
표제어,Day 53,catch up with,따라잡다; 만회하다
표제어,Day 53,come up with,"~이 생각나다, 창안하다"
표제어,Day 53,turn up,(모습이) 나타나다; 도착하다
표제어,Day 53,come up to,~에 도달하다
표제어,Day 53,hold up,"지연시키다; 정지하다, 서다"
표제어,Day 53,end up,결국 ~하게 되다
표제어,Day 53,keep up with,뒤떨어지지 않다
표제어,Day 53,live up to,어울리는 생활을 하다; (기대 등에) 부응하다
표제어,Day 53,break up,갈라서다; 박살을 내다
표제어,Day 53,pull up,"서다, 멈추다"
표제어,Day 53,put up with,"참다, 견디다"
표제어,Day 53,blow up,"폭발하다, 터지다"
표제어,Day 53,cover up,"숨기다, 은폐하다"
표제어,Day 53,take up,(습관·흥미로) ~을 시작하다
표제어,Day 53,warm up,준비운동을 하다
표제어,Day 53,look up,"~을 찾다, 조사하다"
표제어,Day 53,sum up,요약하다
표제어,Day 53,use up,"~을 다 써버리다, 소모하다"
표제어,Day 53,make up for,"만회하다, 보충하다"
표제어,Day 54,bring down,"~을 내리다, 인하하다; 떨어뜨리다"
표제어,Day 54,come down to,결국 ~이 되다; ~에 이르다
표제어,Day 54,cut down,"~을 베어 넘어뜨리다, 벌목하다"
표제어,Day 54,fall down,넘어지다; 떨어지다
표제어,Day 54,go down,"감소하다, 떨어지다"
표제어,Day 54,get down,~에서 내리다
표제어,Day 54,hand down,"~을 전하다, (후세에) 물려주다"
표제어,Day 54,knock down,~을 때려눕히다
표제어,Day 54,take down,"(위치를) 내리다, 낮추다; 받아적다"
표제어,Day 54,boil down,요약하다; (물·찌개 등을) 졸이다
표제어,Day 54,break down,고장 나다
표제어,Day 54,calm down,"가라앉다, 진정하다"
표제어,Day 54,come down with,(~의 병에) 걸리다
표제어,Day 54,mark down,값을 내리다
표제어,Day 54,hold down,"~을 억누르다, 억제하다"
표제어,Day 54,look down on,"~을 깔보다, 얕보다"
표제어,Day 54,put down,"~을 진압하다, 억누르다; 적어두다"
표제어,Day 54,settle down,"정착하다; 진정하다, 안정되다"
표제어,Day 54,tear down,"~을 부수다, 철거하다"
표제어,Day 54,turn down,~을 거절하다
표제어,Day 54,shut down,"폐쇄하다, 문을 닫다"
표제어,Day 54,get through,"통과하다; 해내다, ~을 끝내다"
표제어,Day 54,come through,"성공하다, 해내다; 살아남다"
표제어,Day 54,break through,"~을 뚫고 지나가다, 돌파하다"
표제어,Day 54,go through,"겪다, 경험하다; 견디다"
표제어,Day 54,look through,샅샅이 뒤지다
표제어,Day 54,be through,"끝내다, 완료하다"
표제어,Day 54,carry through,"~을 완수하다, 수행하다"
표제어,Day 54,go through with,"~을 끝까지 해내다, 완성하다"
표제어,Day 54,put through,(시험·시련 등을) 받게 하다; ~을 성사시키다
표제어,Day 55,take on,~을 떠맡다; ~을 고용하다
표제어,Day 55,try on,~을 입어보다
표제어,Day 55,carry on,~을 계속하다
표제어,Day 55,hang on,"~에 매달리다, 걸다; 기다리다"
표제어,Day 55,hold on to,"~을 고수하다, 집착하다; ~을 꽉 붙잡다"
표제어,Day 55,go on,계속하다; (일이) 일어나다
표제어,Day 55,act on,"~에 작용하다, 영향을 주다"
표제어,Day 55,base on,~을 근거로 하다
표제어,Day 55,build on,~을 기반으로 하다; (~에) 증축하다
표제어,Day 55,count on,"기대다, 의존하다"
표제어,Day 55,depend on,~에 달렸다; 의존하다
표제어,Day 55,dwell on,"~을 깊이 생각하다, 되풀이해서 생각하다"
표제어,Day 55,let on,(비밀 등을) 누설하다
표제어,Day 55,work on,"~에 효과가 있다, 작용하다"
표제어,Day 55,break off,(~와의) 관계를 단절하다; (협상 등이) 결렬되다
표제어,Day 55,cut off,~을 끊다; (말을) 가로막다
표제어,Day 55,drop off,~을 도중에 차에서 내려놓다; 줄다
표제어,Day 55,call off,"~을 취소하다, 철회하다"
표제어,Day 55,give off,"(냄새를) 풍기다, ~을 발[발산]하다"
표제어,Day 55,keep off,"떼어놓다, 가까이 못 오게 하다; 막다"
표제어,Day 55,lay off,~을 해고하다
표제어,Day 55,put off,"~을 연기하다, 늦추다"
표제어,Day 55,see off,배웅하다
표제어,Day 55,set off,출발하다; ~을 폭발시키다
표제어,Day 55,take off,~을 벗다; 이륙하다
표제어,Day 55,turn off,잠그다; 끄다
표제어,Day 55,carry off,~을 훌륭히 해내다
표제어,Day 55,pay off,전액을 지불하다; 대가를 얻다
표제어,Day 55,show off,~을 과시하다
표제어,Day 55,ease off,"누그러지다, 완화되다"
표제어,Day 56,cut in,"끼어들다, 간섭하다"
표제어,Day 56,kick in,효과가 나타나기 시작하다
표제어,Day 56,fit in,"어울리다, 조화하다"
표제어,Day 56,get in,(안에) 들어가다; (차에) 타다
표제어,Day 56,look in,(특히 아프거나 도움이 필요한 사람의 집에) 들르다
표제어,Day 56,fill in,~에 적어 넣다
표제어,Day 56,give in,(~에게) 항복하다; (마지못해) 동의하다[받아들이다]
표제어,Day 56,step in,"끼어들다, 간섭하다"
표제어,Day 56,take in,"섭취하다, 흡수하다"
표제어,Day 56,drop in,(잠시) 들르다
표제어,Day 56,hand in,~을 제출하다
표제어,Day 56,put in for,~을 신청하다; 요청하다
표제어,Day 56,turn in,"~을 건네다, 제출하다"
표제어,Day 56,come in,도착하다
표제어,Day 56,believe in,~의 존재를 믿다
표제어,Day 56,get into,~에 들어가다; 입학 허가를 받다
표제어,Day 56,go into,"~을 조사하다, 연구하다"
표제어,Day 56,bump into,~와 부딪치다; ~와 우연히 만나다
표제어,Day 56,burst into,갑자기 ~하기 시작하다
표제어,Day 56,be into,"~에 열중하다, ~에 푹 빠져 있다"
표제어,Day 56,break into,~에 침입하다
표제어,Day 56,look into,~을 조사하다
표제어,Day 56,run into,우연히 만나다
표제어,Day 56,talk A into B,A를 설득하여 B를 시키다
표제어,Day 56,come by,"~에 들르다; ~을 얻다, 입수하다"
표제어,Day 56,stand by,대기[준비]하다; 곁에 있다
표제어,Day 56,pass by,"~을 그냥 지나치다, 모른 체하고 지나가다"
표제어,Day 56,get by,그럭저럭 살아[해]나가다
표제어,Day 56,stop by,(잠시) 들르다
표제어,Day 56,drop by,(잠시) 들르다
표제어,Day 57,break out,"(전쟁·화재 등이) 일어나다, 발생하다"
표제어,Day 57,carry out,"실행하다, 이행하다"
표제어,Day 57,check out,(호텔에서) 체크아웃하다; 검사하다
표제어,Day 57,come out,"발간되다; 알려지다, 드러나다"
표제어,Day 57,figure out,이해하다; 계산하다
표제어,Day 57,make out,작성하다; 이해하다
표제어,Day 57,give out,"~을 배포하다; (소리·빛을) 내다, 발산하다"
표제어,Day 57,grow out of,~에서 생겨나다; ~이 작아지다
표제어,Day 57,hand out,"~을 나누어주다, 배포하다"
표제어,Day 57,keep out,~을 안에 들이지 않다
표제어,Day 57,lay out,"설계하다; 펼치다, 진열하다"
표제어,Day 57,leak out,(비밀·정보 등이) 누설되다; (불빛·말소리 등이) 새다
표제어,Day 57,get out of,"~에서 나오다, 벗어나다"
표제어,Day 57,point out,"~을 가리키다, 지적하다"
표제어,Day 57,set out,"출발하다, 길을 떠나다; 배열하다"
표제어,Day 57,call out,"소리치다, 소리쳐 부르다"
표제어,Day 57,cry out,크게 소리치다; 강력히 항의[반대]하다
표제어,Day 57,burn out,타버리다; 기진맥진하게 하다
표제어,Day 57,cut out,"잘라내다, 제거하다"
표제어,Day 57,fill out,~에 기입하다
표제어,Day 57,map out,"계획하다, 구상하다"
표제어,Day 57,be sold out,매진되다
표제어,Day 57,root out,"~을 뿌리 뽑다, 근절하다"
표제어,Day 57,run out of,"~을 다 써버리다, ~을 바닥내다"
표제어,Day 57,drop out,"빠지다, 손을 떼다; 중퇴하다"
표제어,Day 57,fade out,"사라지다, 희미해지다"
표제어,Day 57,leave out,"~을 빼다, 제외하다"
표제어,Day 57,put out,~을 끄다
표제어,Day 57,rule out,"~을 제외하다, 배제하다"
표제어,Day 57,count out,세어보다; ~을 제외하다
표제어,Day 58,sort out,"가려내다, 선별하다"
표제어,Day 58,stand out,눈에 띄다
표제어,Day 58,take out,"꺼내다, 끄집어내다"
표제어,Day 58,speak out,"이야기하다, 분명하게 말하다"
표제어,Day 58,stick out,튀어나오다; 두드러지다
표제어,Day 58,turn out,"판명되다, 결국 ~임이 드러나다; 끄다"
표제어,Day 58,work out,운동하다; (문제를) 풀다
표제어,Day 58,pass out,"의식을 잃다, 기절하다; 배포하다"
표제어,Day 58,spell out,상세히 설명하다
표제어,Day 58,try out,"써보게 하다, 시험하다"
표제어,Day 58,wear out,"~을 써서 낡게 하다, 닳다; 지치게 하다"
표제어,Day 58,care for,돌보다; 좋아하다
표제어,Day 58,go for,"적용되다, ~으로 통하다"
표제어,Day 58,pay for,"~의 대가를 지불하다, 물어주다"
표제어,Day 58,apply for,신청하다; 지원하다
표제어,Day 58,sign up for,~을 신청하다
표제어,Day 58,be for,찬성하다; 지지하다
표제어,Day 58,ask for,"요구하다, 요청하다"
표제어,Day 58,call for,"요구하다, 청하다"
표제어,Day 58,pray for,간절히 바라다
표제어,Day 58,long for,갈망하다; 그리워하다
표제어,Day 58,head for,~로 향해 가다
표제어,Day 58,make for,~로 향해 가다
표제어,Day 58,reach for,손을 뻗다
표제어,Day 58,run for,출마하다
표제어,Day 58,take for,~이라고 (잘못) 생각하다
표제어,Day 58,act for,~의 대리[대행]를 하다
표제어,Day 58,speak for,~을 대변하다
표제어,Day 58,stand for,"상징하다, 의미하다"
표제어,Day 58,substitute for,~을 대신[대리]하다
표제어,Day 59,bring over,"가지고 오다, 데리고 오다"
표제어,Day 59,pull over,차를 (길) 한쪽에 대다
표제어,Day 59,take over,"인계받다, 일을 넘겨받다"
표제어,Day 59,pass over,무시하다
표제어,Day 59,move over,(자리를 만들려고) 자리를 옮기다
표제어,Day 59,hand over,"건네주다, 넘겨주다"
표제어,Day 59,get over,"극복하다; 낫다, 회복하다"
표제어,Day 59,run over,(차가) 치다
표제어,Day 59,come over,"오다, 찾아오다; 엄습하다"
표제어,Day 59,kick over,(~을) 차서 뒤엎다
표제어,Day 59,fall over,"넘어지다, ~에 걸려 넘어지다"
표제어,Day 59,turn over,넘겨주다; 뒤집다
표제어,Day 59,do over,다시 하다; 다시 꾸미다
표제어,Day 59,go over,"잘 살펴보다, 검사하다"
표제어,Day 59,check over,"점검하다, 검사하다"
표제어,Day 59,cry over,~에 대해 한탄하다
표제어,Day 59,look over,대강 훑어보다
표제어,Day 59,read over,"~을 끝까지 읽다, 통독하다"
표제어,Day 59,think over,~을 숙고하다
표제어,Day 59,hold over,연기하다
표제어,Day 59,spread over,퍼지다
표제어,Day 59,stay over,"하룻밤 머물다, 외박하다"
표제어,Day 59,argue over,"왈가왈부하다, 논쟁하다"
표제어,Day 59,chew over,~을 심사숙고하다
표제어,Day 59,talk over,~에 관해 상의하다
표제어,Day 59,go after,뒤쫓다
표제어,Day 59,name A after B,B의 이름을 따서 A의 이름을 짓다
표제어,Day 59,run after,뒤쫓다
표제어,Day 59,take after,닮다
표제어,Day 59,look after,"~을 돌보다, 보살펴 주다"
표제어,Day 60,carry away,"도취시키다, 넋을 잃게 하다"
표제어,Day 60,come away,"벗겨지다, 떨어져 나가다; 떠나다, 멀어지다"
표제어,Day 60,go away,"떠나다, 가버리다"
표제어,Day 60,get away,"도망치다, 탈출하다"
표제어,Day 60,keep away,"멀리하다, 피하다"
표제어,Day 60,put away,~을 치우다
표제어,Day 60,run away,도망치다
표제어,Day 60,send away,"~을 추방하다, 내쫓다"
표제어,Day 60,stay away,"떨어져 있다, 멀리하다"
표제어,Day 60,take away,가져가다; (식탁을) 치우다
표제어,Day 60,turn away,내쫓다
표제어,Day 60,cut away,"(필요 없는 부분을) 베어내다, 잘라내다"
표제어,Day 60,wear away,"닳아 없애다, 마멸시키다"
표제어,Day 60,fade away,"사라지다, 사라져 버리다"
표제어,Day 60,give away,거저 주다; (비밀을) 누설하다
표제어,Day 60,pass away,죽다
표제어,Day 60,throw away,버리다; 낭비하다
표제어,Day 60,wash away,"씻겨 내려가다, 흘러 떠내려가게 하다"
표제어,Day 60,die away,"잠잠해지다, 점차 희미해지다"
표제어,Day 60,bring about,"불러일으키다, 초래하다"
표제어,Day 60,come about,"일어나다, 발생하다"
표제어,Day 60,go about,돌아다니다; 착수하다
표제어,Day 60,hear about,~에 관해 알게 되다
표제어,Day 60,set about,착수하다
표제어,Day 60,rob A of B,A로부터 B를 빼앗다
표제어,Day 60,deprive A of B,A로부터 B를 빼앗다
표제어,Day 60,ease A of B,A로부터 B를 덜어주다
표제어,Day 60,accuse A of B,A를 B의 혐의로 고소[비난]하다
표제어,Day 60,approve of,"동의하다, 승인하다"
표제어,Day 60,remind A of B,"A에게 B를 생각나게 하다, 상기시키다"
표제어,Day 61,appeal to,"간청하다, 호소하다; 흥미를 끌다"
표제어,Day 61,attend to,~에 주의를 기울이다; ~을 돌보다
표제어,Day 61,come to,"(머리·마음 속에) 떠오르다, 생각나다"
표제어,Day 61,get to,~에 도착하다; ~하기 시작하다
표제어,Day 61,lead to,"(어떤 결과에) 이르다, 초래하다"
표제어,Day 61,look to,~을 기대하다
표제어,Day 61,occur to,(감정·생각 등이) 떠오르다
표제어,Day 61,turn to,"~에 의지하다, 의탁하다"
표제어,Day 61,hold to,"붙들다, 고수하다"
표제어,Day 61,adhere to,고수[고집]하다; 들러붙다
표제어,Day 61,keep to,"지키다, 따르다; 이탈하지 않다"
표제어,Day 61,stick to,고수하다; 계속하다
표제어,Day 61,amount to,총계가 ~이다
표제어,Day 61,prefer A to B,B보다 A를 더 좋아하다
표제어,Day 61,see to,"~을 처리하다, ~을 맡아 하다"
표제어,Day 61,come across,"(우연히) 마주치다, 발견하다"
표제어,Day 61,cut across,"(가운데로) 지나가다, 가로질러 가다"
표제어,Day 61,run across,"(우연히) 만나다, 찾아내다"
표제어,Day 61,get across,이해시키다
표제어,Day 61,put across,이해시키다
표제어,Day 61,do away with,"~을 없애다, 끝내다"
표제어,Day 61,go with,"~와 어울리다; ~에 부수되다, 부속되다"
표제어,Day 61,come with,~을 수반하다
표제어,Day 61,get away with,(잘못된 행동을) 벌 받지 않고 해내다; 대충 넘어가다
표제어,Day 61,dispense with,생략하다; ~없이 지내다
표제어,Day 61,plead with,~에게 간청[애원]하다
표제어,Day 61,rest with,(선택·결정이) ~에 달렸다
표제어,Day 61,break with,(전통·생각 따위를) 버리다; 결별하다
표제어,Day 61,charge A with B,A를 B로 고소[비난]하다
표제어,Day 61,do without,~없이 지내다[견디다]
표제어,Day 62,compare A to B,A를 B에 비유하다
표제어,Day 62,compare A with B,A와 B를 비교하다
표제어,Day 62,be familiar with,"(사물에) 정통하다, 잘 알고 있다"
표제어,Day 62,be familiar to,"(사람에게) 익숙하다, 잘 알려져 있다"
표제어,Day 62,be possessed by,(감정에) 사로잡히다; (귀신 등에) 홀리다
표제어,Day 62,be possessed of,(재능을) 갖추다; (성품을) 지니다
파생어,Day 62,be in possession of,(사람이) ~을 소유하고 있다; (사물이) ~의 소유가 되다
표제어,Day 62,be concerned about,~을 걱정하다
표제어,Day 62,be concerned with,~와 관계가 있다
표제어,Day 62,deal in,"(상품 등을) 취급하다, 팔다; ~에 종사하다"
표제어,Day 62,deal with,"~을 처리하다, 대응하다; 거래하다"
표제어,Day 62,succeed in,~에 성공하다
파생어,Day 62,success,성공
파생어,Day 62,successful,성공적인
표제어,Day 62,succeed to,"~을 물려받다, 계승하다"
파생어,Day 62,succession,연속; 계승
파생어,Day 62,successive,연속하는
표제어,Day 62,may well,(~하는 것도) 당연하다
표제어,Day 62,may as well,~하는 게 좋다
표제어,Day 62,subject to,<부사적> ~을 조건[전제]으로 하여
표제어,Day 62,be subject to,~하기 쉽다
표제어,Day 62,in charge (of),"(~을) 맡고 있는, 담당의"
표제어,Day 62,on charges of,~의 혐의로
표제어,Day 62,take place,"개최되다, 일어나다"
표제어,Day 62,take the place of,~을 대신하다
표제어,Day 62,wait for,~을 기다리다
표제어,Day 62,wait on,시중을 들다
